,1,2,3,4,5,6,7,8,9,10,11,12,13
580,1080900076,2019/09/09 09:54:56,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區中華北路(北區中華北路一段78巷至大興街口)東側路面改善工程,經度:120.185383719669 緯度:23.0100259481557X_97坐標:166496.04 Y_97坐標:2545625.38
581,1080900075,2019/09/09 09:27:32,結案,PC,生源企業行,鄭誠達,路樹修剪及運棄(疏剪),柳營區,行道樹,路樹修剪及運棄(疏剪),,南316  1K+500-0K,經度:120.310745647703 緯度:23.2766327146278X_97坐標:179486.597955381 Y_97坐標:2575083.62284929
582,1080900074,2019/09/09 03:08:03,結案,PC,其功營造工程股份有限公司,張富森,機關駐點、綠帶、公共設施、垃圾清潔、澆水,善化區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,,公滯2,經度:120.259397823269 緯度:23.1075906865101X_97坐標:174138.022934699 Y_97坐標:2556389.466022
583,1080900073,2019/09/08 08:40:14,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,永康區,鋪面,路面坑洞,,永康區一180線 大灣東路358號,經度:120.2690528 緯度:23.0015271X_97坐標:175068.35 Y_97坐標:2544639
584,1080900072,2019/09/08 08:37:49,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,永康區,鋪面,路面坑洞,,永康區一180線  大灣東路346號,經度:120.2689926 緯度:23.0014443X_97坐標:175062.14 Y_97坐標:2544629.86
585,1080900071,2019/09/06 17:28:53,結案,PC,公園管理科一股,林雨靜,設施正常,東區,設施,設施正常,,周知事官邸後方公園,經度:120.213421213733 緯度:22.9930757403907X_97坐標:169360.14 Y_97坐標:2543732.61
586,1080900070,2019/09/06 17:20:14,完工通報(至承辦),PC,第三工務大隊,郭振東,路樹修剪及運棄(疏剪),仁德區,行道樹,路樹修剪及運棄(疏剪),市道182線,182線仁德區文華路與中山路,經度:120.268057176944 緯度:22.9696764585504X_97坐標:174948.7 Y_97坐標:2541112.4
587,1080900068,2019/09/06 17:10:41,完工通報(至承辦),PC,第三工務大隊,郭振東,路樹修剪及運棄(疏剪),山上區,行道樹,路樹修剪及運棄(疏剪),市道178線,178甲 178三角路口,經度:120.336915751419 緯度:23.1221524001775X_97坐標:182085.99 Y_97坐標:2557963.85
588,1080900067,2019/09/06 16:44:48,完工通報(至承辦),PC,第三工務大隊,郭振東,路樹修剪及運棄(疏剪),永康區,行道樹,路樹修剪及運棄(疏剪),南351線,歸仁區中正南路二段21一1號,經度:120.277448181929 緯度:22.9281697164808X_97坐標:175889.06 Y_97坐標:2536511.24
589,1080900066,2019/09/06 16:38:47,完工通報(至承辦),PC,第三工務大隊,郭振東,不良木移除,永康區,行道樹,不良木移除,市道177線,永大路二段1062號,經度:120.26269855153 緯度:23.0179956394686X_97坐標:174426.12 Y_97坐標:2546465.98
590,1080900065,2019/09/06 14:50:27,傳送派工單給包商,PC,原宏營造有限公司,李侑珊,鋪面整修,新營區,步道,鋪面整修,108.09.06,籃球場,經度:120.314371654382 緯度:23.3100897904447X_97坐標:179875.098270138 Y_97坐標:2578786.98550747
591,1080900064,2019/09/06 14:33:12,結案,PC,原宏營造有限公司,李侑珊,路樹修剪及運棄(疏剪),新營區,行道樹,路樹修剪及運棄(疏剪),108.09.06,籃球場旁邊和少年街,經度:120.314747249172 緯度:23.3104133255939X_97坐標:179913.684300582 Y_97坐標:2578822.63281679
592,1080900062,2019/09/06 14:04:58,結案,PC,原宏營造有限公司,李侑珊,鋪面整修,新營區,步道,鋪面整修,108.09.06,丙梯青創園區樓上和丙梯樓梯,經度:120.315626877644 緯度:23.3090653243835X_97坐標:180002.948317278 Y_97坐標:2578672.92591062
593,1080900061,2019/09/06 14:03:08,傳送派工單給包商,PC,原宏營造有限公司,李侑珊,暗溝垃圾污泥清理及運棄,新營區,排水溝,暗溝垃圾污泥清理及運棄,108.09.06,丙梯青創園區,經度:120.315643020877 緯度:23.3091510490137X_97坐標:180004.64435647 Y_97坐標:2578682.41148678
594,1080900058,2019/09/05 22:42:34,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,白河區,路基及邊坡,邊坡滑動、崩落,175線2K+100,175線2K+100,經度:120.504742258544 緯度:23.3319002241395X_97坐標:199354.54239801 Y_97坐標:2581122.87634242
595,1080900057,2019/09/05 22:39:14,結案,PC,原宏營造有限公司,李坤展,路面坑洞,東山區,鋪面,路面坑洞,165線23K+200,165線23K+200,經度:120.383658655682 緯度:23.2785584952873X_97坐標:186946.998579768 Y_97坐標:2575263.29933937
596,1080900056,2019/09/05 22:36:56,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,白河區,路基及邊坡,邊坡滑動、崩落,175線0K+700,175線0K+700,經度:120.505785843777 緯度:23.3381959004411X_97坐標:199463.644214408 Y_97坐標:2581819.69764428
597,1080900055,2019/09/05 17:31:47,結案,PC,第一工務大隊,許均凱,路面鋪面變形推擠,官田區,鋪面,路面鋪面變形推擠,,官田區,經度:120.331835864461 緯度:23.1706407091527X_97坐標:181590.3 Y_97坐標:2563335.83
598,1080900053,2019/09/05 16:42:42,結案,PC,公園管理科二股,林港竣,機關駐點、綠帶、公共設施、垃圾清潔、澆水,新營區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,,新營南瀛綠都心公園及鹽水月津港公園,經度:120.315257866841 緯度:23.3093612863745X_97坐標:179965.36 Y_97坐標:2578705.88
599,1080900052,2019/09/05 14:08:07,包商回覆預定數量(for承辦),PC,原宏營造有限公司,李侑珊,路樹傾倒扶正,新營區,行道樹,路樹傾倒扶正,108.09.05,大草皮舞台附近,經度:120.315481622186 緯度:23.3092900860342X_97坐標:179988.208911042 Y_97坐標:2578697.88686328
600,1080900051,2019/09/05 11:39:35,結案,PC,第一工務大隊,吳建中,其他排水路受阻,安南區,排水設施,其他排水路受阻,,北安路三段180號左側鐵皮屋前等四處搶修,經度:120.204172364021 緯度:23.0432536516378X_97坐標:168442.09 Y_97坐標:2549294.46
601,1080900050,2019/09/05 09:34:49,結案,PC,其功營造工程股份有限公司,張富森,路樹修剪及運棄(疏剪),永康區,行道樹,路樹修剪及運棄(疏剪),,永康區鹽水溪南岸堤岸道路,經度:120.237591013075 緯度:23.0491152908362X_97坐標:171870.420731212 Y_97坐標:2549925.34935277
602,1080900048,2019/09/04 22:05:08,結案,PC,原宏營造有限公司,李坤展,路基及邊坡正常,白河區,路基及邊坡,路基及邊坡正常,172線(紅葉隧道至中埔段),172線(紅葉隧道至中埔段),經度:120.503614036124 緯度:23.3421469586561X_97坐標:199243.061942241 Y_97坐標:2582258.00072543
603,1080900047,2019/09/04 21:53:46,結案,PC,原宏營造有限公司,李坤展,路面坑洞,白河區,鋪面,路面坑洞,172乙線2K+600,172乙線2K+600,經度:120.483571122474 緯度:23.3375951168314X_97坐標:197191.777116947 Y_97坐標:2581761.10350241
604,1080900045,2019/09/04 09:16:12,結案,PC,養護工程科一股,陳明照,坑洞,安南區,橋面板鋪面,坑洞,,永安橋,經度:120.239304740526 緯度:23.0515019944929X_97坐標:172047.42 Y_97坐標:2550188.74
605,1080900044,2019/09/03 17:21:37,結案,PC,第一工務大隊,鄭巧筠,草花整理割草,北區,灌木及草花,草花整理割草,,中西區、安平區、北區,經度:120.178066895444 緯度:22.9902796988188X_97坐標:165733.72 Y_97坐標:2543442.85
606,1080900043,2019/09/03 17:19:27,結案,PC,第一工務大隊,鄭巧筠,草花整理割草,安南區,灌木及草花,草花整理割草,,安南區等,經度:120.181961998512 緯度:23.0159261684991X_97坐標:166148.92 Y_97坐標:2546280.73
607,1080900042,2019/09/03 15:52:51,已派工,PC,公園管理科二股,李?民,新設地墊,善化區,地墊,新設地墊,1080613,善化區公兒4-1,經度:120.292875055731 緯度:23.1278579695985X_97坐標:177578.19 Y_97坐標:2558616.87
608,1080900041,2019/09/03 15:22:00,已派工,PC,公園管理科一股,李?民,新設地墊,新營區,地墊,新設地墊,1080628,新營區鄰里步道公園,經度:120.32454210894 緯度:23.3157828454216X_97坐標:180918.29 Y_97坐標:2579412.56
609,1080900039,2019/09/03 14:34:16,已派工,PC,公園管理科一股,李?民,新設地墊,柳營區,地墊,新設地墊,1080628,柳營公3公園,經度:120.319505255243 緯度:23.27982797676X_97坐標:180384.43 Y_97坐標:2575433.24
610,1080900038,2019/09/03 14:25:49,結案,PC,第一工務大隊,鄭巧筠,路樹修剪及運棄(疏剪),東區,行道樹,路樹修剪及運棄(疏剪),,東區、南區及其他甲方指定地點,經度:120.212544070941 緯度:22.9810946886399X_97坐標:169263.09 Y_97坐標:2542406.31
611,1080900037,2019/09/03 14:20:14,結案,PC,第一工務大隊,鄭巧筠,路樹修剪及運棄(疏剪),安南區,行道樹,路樹修剪及運棄(疏剪),,安南區等,經度:120.218660870924 緯度:23.0637746211017X_97坐標:169939.1 Y_97坐標:2551558.97
612,1080900036,2019/09/03 14:06:01,已派工,PC,公園管理科一股,李?民,新設地墊,下營區,地墊,新設地墊,1080628,下營公園,經度:120.261324077263 緯度:23.2392564950136X_97坐標:174409.32 Y_97坐標:2570969.37
613,1080900035,2019/09/03 14:05:35,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,佳里區,鋪面,路面破(龜)裂,,佳里區.路面破裂共2件,經度:120.176032685709 緯度:23.1640646174049X_97坐標:165633.65 Y_97坐標:2562689.31
614,1080900034,2019/09/03 10:15:59,完工通報(至承辦),PC,第三工務大隊,郭振東,機關駐點、綠帶、公共設施、垃圾清潔、澆水,永康區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,永康區等,市道177、178、180、182、南351、南352,經度:120.261224698555 緯度:23.022502507626X_97坐標:174277.56 Y_97坐標:2546965.83
615,1080900033,2019/09/03 09:54:35,結案,PC,第一工務大隊,吳建中,水溝,安南區,排水設施,水溝,,公學路四段342號前等三處搶修,經度:120.172821372085 緯度:23.0651507755339X_97坐標:165242.74 Y_97坐標:2551737.2
616,1080900032,2019/09/02 22:49:39,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,六甲區,路基及邊坡,邊坡滑動、崩落,174線36K+700,174線36K+700,經度:120.406981253054 緯度:23.2338854518282X_97坐標:189312.790499355 Y_97坐標:2570306.22584965
617,1080900031,2019/09/02 22:40:40,結案,PC,原宏營造有限公司,李坤展,其他排水路受阻,東山區,排水設施,其他排水路受阻,165線16K+000,165線16K+000,經度:120.406576045344 緯度:23.3353309800683X_97坐標:189317.318627194 Y_97坐標:2581540.57883695
618,1080900030,2019/09/02 19:20:00,結案,PC,公園管理科一股,林雨靜,設施正常,安平區,設施,設施正常,,觀汐平臺,經度:120.15103485522 緯度:22.9845987519046X_97坐標:162958.56 Y_97坐標:2542829.52
619,1080900029,2019/09/02 17:23:24,已派工,PC,公園管理科二股,郭杉彬,新設地墊,仁德區,地墊,新設地墊,108/6/4,仁德區(公1公園),經度:120.260532710772 緯度:22.9724312563696X_97坐標:174178.67 Y_97坐標:2541421.33
620,1080900028,2019/09/02 17:07:24,結案,PC,高陞園藝有限公司,黃靜宜,搬運物品,新營區,辦公室設備,搬運物品,市道172線,市道172線,經度:120.302805976001 緯度:23.3158780707312X_97坐標:178695.22762264 Y_97坐標:2579433.64613267
621,1080900027,2019/09/02 16:44:25,已派工,PC,高陞園藝有限公司,黃靜宜,機關駐點、綠帶、公共設施、垃圾清潔、澆水,白河區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,市道172線,"市道165線,172線,172甲線,172乙線,175線及南106線等契約規定範圍",經度:120.301520648163 緯度:23.3148163353091X_97坐標:178563.200275252 Y_97坐標:2579316.70006545
622,1080900026,2019/09/02 16:40:18,已派工,PC,公園管理科二股,郭杉彬,新設地墊,仁德區,地墊,新設地墊,108/6/4,仁德區(公兒17),經度:120.243814232808 緯度:22.9748305555235X_97坐標:172465.74 Y_97坐標:2541695.76
623,1080900025,2019/09/02 16:37:22,結案,PC,養護工程科一股,鄭世衡,路面破(龜)裂,南區,鋪面,路面破(龜)裂,,南區.管道修復.AC修補.共9件,經度:120.21184393708 緯度:22.9672488636925X_97坐標:169183.07 Y_97坐標:2540873.41
624,1080900024,2019/09/02 16:33:25,已派工,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,白河區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道172線,市道175(紅葉隧道口)~市道172線(44K+000)與嘉義交界處,經度:120.504352833948 緯度:23.3432087115852X_97坐標:199319.010536872 Y_97坐標:2582375.32075802
625,1080900023,2019/09/02 16:17:28,結案,PC,高陞園藝有限公司,黃靜宜,植栽等其他妨礙行車安全狀況半車道,玉井區,路面狀況,植栽等其他妨礙行車安全狀況半車道,市道172線,"市道172線172乙線,175線等山區路段",經度:120.505429082886 緯度:23.3439501016896X_97坐標:199429.342007535 Y_97坐標:2582457.04592947
626,1080900022,2019/09/02 16:05:13,結案,PC,養護工程科一股,鄭世衡,路面坑洞,永康區,鋪面,路面坑洞,,永康區.開挖修復,經度:120.254999763763 緯度:23.0296636940522X_97坐標:173643.53 Y_97坐標:2547762.09
627,1080900021,2019/09/02 16:05:08,結案,PC,高陞園藝有限公司,黃靜宜,防災待命及搶災搶險工作,白河區,防災待命及搶災搶險工作,防災待命及搶災搶險工作,市道172線,"市道165線,172線,172甲線,172乙線,175線及南106線等契約規定範圍",經度:120.478763040862 緯度:23.3390445637417X_97坐標:196700.688633562 Y_97坐標:2581923.38027881
628,1080900017,2019/09/02 15:52:51,結案,PC,原宏營造有限公司,李坤展,鋪面正常,柳營區,鋪面,鋪面正常,,臺南市市道165線(5K+454~37K+500)(含六甲165線與174線共線路段)、市道172線(15K+550~43K+000)、市道172甲線(全)、市道172乙線(全) 、市道175線(全)及甲方指定區域。 ,經度:120.310946692376 緯度:23.2782005163334X_97坐標:179507.991481408 Y_97坐標:2575257.14716494
629,1080900016,2019/09/02 15:50:18,結案,PC,原宏營造有限公司,李坤展,路面坑洞,白河區,鋪面,路面坑洞,172線32k+500,172線32k+500,經度:120.415025899759 緯度:23.3448346157346X_97坐標:190185.66662755 Y_97坐標:2582589.50770775
630,1080900013,2019/09/02 14:27:37,結案,PC,第二工務大隊,李姵芳,機關駐點、綠帶、公共設施、垃圾清潔、澆水,柳營區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,"市道165線,172線,172甲線,172乙線,175線及南106線等契約規定範圍","市道165線,172線,172甲線,172乙線,175線及南106線等契約規定範圍",經度:120.367612402569 緯度:23.2582252693813X_97坐標:185295.57 Y_97坐標:2573018.64
631,1080900012,2019/09/02 12:39:05,結案,PC,其功營造工程股份有限公司,張富森,防災待命及搶災搶險工作,新市區,防災待命及搶災搶險工作,防災待命及搶災搶險工作,,新市區北外環道往西行,經度:120.272556761947 緯度:23.0609054429496X_97坐標:175460.243436257 Y_97坐標:2551212.74868432
632,1080900011,2019/09/02 11:38:27,完工登錄(至承辦),PC,第三工務大隊,劉芃緯,機關駐點、綠帶、公共設施、垃圾清潔、澆水,將軍區,每月例行性,機關駐點、綠帶、公共設施、垃圾清潔、澆水,市道173等3條道路景觀以及312區道,西港區、將軍區等區域,經度:120.123050043671 緯度:23.216030132682X_97坐標:160243.14 Y_97坐標:2568475.89
633,1080900010,2019/09/02 11:14:52,結案,PC,原宏營造有限公司,李侑珊,不良木移除,鹽水區,行道樹,不良木移除,108.09.02,信義橋附近(靠近125號),經度:120.269887623191 緯度:23.3202655273407X_97坐標:175330.866974573 Y_97坐標:2579936.12798176
634,1080900009,2019/09/02 10:43:22,結案,PC,生源企業行,鄭誠達,路樹修剪及運棄(疏剪),官田區,行道樹,路樹修剪及運棄(疏剪),,171線 36K+400,經度:120.361399179481 緯度:23.2053331329186X_97坐標:184634.077000339 Y_97坐標:2567164.09867691
635,1080900008,2019/09/02 09:49:42,結案,PC,原宏營造有限公司,李坤展,鋪面正常,柳營區,鋪面,鋪面正常,,臺南市市道171線(全)、市道171甲線(全)、市道171乙線(全)、市道174線(全) (不含六甲165線與174線共線路段)及甲方指定區域。,經度:120.310947012013 緯度:23.2781526063565X_97坐標:179507.998964705 Y_97坐標:2575251.84134438
636,1080900007,2019/09/02 09:03:47,結案,PC,第一工務大隊,吳建中,蓋版損壞,安南區,排水設施,蓋版損壞,,安中路二段台江文化中心TBIKE旁等四處搶修,經度:120.187903219292 緯度:23.0461979138639X_97坐標:166776.53 Y_97坐標:2549629.67
637,1080900006,2019/09/02 08:52:59,結案,PC,生源企業行,鄭誠達,灌木叢整理修剪及運棄,柳營區,灌木及草花,灌木叢整理修剪及運棄,,108年度市道171、171甲、171乙及174線等景觀綠美化維護工程開口契約,經度:120.300921527978 緯度:23.2751324654262X_97坐標:178480.717147788 Y_97坐標:2574922.2937308
638,1080900005,2019/09/01 19:59:31,結案,PC,原宏營造有限公司,李坤展,路面坑洞,新營區,鋪面,路面坑洞,172線21K+400、165線18K+600,172線21K+400、165線18K+600,經度:120.321440596713 緯度:23.320037813491X_97坐標:180603.285167245 Y_97坐標:2579885.25056073
639,1080900004,2019/09/01 19:53:42,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,東山區,路基及邊坡,邊坡滑動、崩落,175線7K+500,175線7K+500,經度:120.499611592525 緯度:23.30134612092X_97坐標:198818.17062401 Y_97坐標:2577741.11124938
640,1080900003,2019/09/01 19:48:56,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,白河區,路基及邊坡,邊坡滑動、崩落,172線40K+500,172線40K+500,經度:120.483859836077 緯度:23.3417078662178X_97坐標:197222.926028011 Y_97坐標:2582216.44732064
641,1080900002,2019/09/01 01:49:26,結案,PC,原宏營造有限公司,李坤展,橋梁正常,白河區,橋梁,橋梁正常,165線頭前溪橋,165線頭前溪橋,經度:120.431040694189 緯度:23.3794358420029X_97坐標:191838.325965606 Y_97坐標:2586414.77488816
642,1080900001,2019/09/01 01:35:14,結案,PC,原宏營造有限公司,李坤展,路面掏空,東山區,鋪面,路面掏空,165線16K+900,165線16K+900,經度:120.406324873345 緯度:23.3277430112715X_97坐標:189288.185013535 Y_97坐標:2580700.37966106
643,1080800422,2019/08/31 22:59:26,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,六甲區,路基及邊坡,邊坡滑動、崩落,174線38K+000、41K+200,174線38K+000、41K+200,經度:120.417378457361 緯度:23.2377327730618X_97坐標:190378.534297509 Y_97坐標:2570727.97252648
644,1080800421,2019/08/31 21:32:03,結案,PC,泳承土木包工業,南區(泳承),蓋版損壞,南區,排水設施,蓋版損壞,,中華南路二段與金華路口旁溝蓋破損等5處,經度:120.188580570506 緯度:22.9529229028004X_97坐標:166788.787691467 Y_97坐標:2539299.94526731
645,1080800420,2019/08/31 09:22:51,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,麻豆區,鋪面,路面坑洞,,麻豆官田176  17k 400,經度:120.2249187 緯度:23.1781041X_97坐標:170647.59 Y_97坐標:2564216.6
646,1080800419,2019/08/30 17:39:52,結案,PC,其功營造工程股份有限公司,張富森,防災待命及搶災搶險工作,永康區,防災待命及搶災搶險工作,防災待命及搶災搶險工作,,永康區永安路旁（西邊）河堤道路（南側）,經度:120.238316970332 緯度:23.0496127862218X_97坐標:171945.10464605 Y_97坐標:2549980.05478747
647,1080800417,2019/08/30 17:14:45,結案,PC,第一工務大隊,黃福彬,設施正常,東區,設施,設施正常,,裕聖公園等公園,經度:120.245377373889 緯度:22.9807305801706X_97坐標:172629.38 Y_97坐標:2542348.3
648,1080800416,2019/08/30 17:02:01,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,海安路一段62號前地磚整修等修復工程,經度:120.196725075821 緯度:22.9972484918348X_97坐標:167650.91 Y_97坐標:2544203.98
649,1080800415,2019/08/30 16:58:27,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,崇明路停車格018號掏空等修復工程,經度:120.222285082623 緯度:22.974692260064X_97坐標:170258.11 Y_97坐標:2541691.98
650,1080800414,2019/08/30 16:53:11,結案,PC,第一工務大隊,葉明晉,樹根隆起地磚損壞.石椅、擋車柱損壞,東區,人行道設施,樹根隆起地磚損壞.石椅、擋車柱損壞,,林森路三角公園檔車柱損壞修復,經度:120.224428217559 緯度:22.9938894452575X_97坐標:170489.1 Y_97坐標:2543816.71
651,1080800413,2019/08/30 16:51:36,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,郡西路101號前路面掏空等修復工程,經度:120.194799746015 緯度:22.9914876140026X_97坐標:167450.02 Y_97坐標:2543567.1
652,1080800412,2019/08/30 16:48:47,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,大勇街尾運河邊掏空等修復工程,經度:120.192967969603 緯度:22.9900010562729X_97坐標:167261.31 Y_97坐標:2543403.51
653,1080800411,2019/08/30 16:04:29,結案,PC,其功營造工程股份有限公司,張富森,不良木移除,大內區,行道樹,不良木移除,,西拉雅公園,經度:120.370777840891 緯度:23.1420608429434X_97坐標:185563.803190884 Y_97坐標:2560153.13930714
654,1080800410,2019/08/30 13:49:55,已派工,PC,公園管理科二股,郭杉彬,新設地墊,新市區,地墊,新設地墊,108/08/30,新市區三里聯合活動中心,經度:120.288494208201 緯度:23.0805694046857X_97坐標:177103.98 Y_97坐標:2553382.3
655,1080800409,2019/08/30 10:33:37,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,健康路47巷31號對面公園內增設景觀燈,經度:120.305146589255 緯度:23.0322648223283X_97坐標:178784.72 Y_97坐標:2548024.87
656,1080800408,2019/08/30 10:33:03,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,健康路47巷31號對面公園LED編號362310燈具拆除附掛指定電桿並更換2M彎管、及裝設附掛式開關箱,經度:120.305141393756 緯度:23.0322695855359X_97坐標:178784.19 Y_97坐標:2548025.4
657,1080800407,2019/08/30 10:32:24,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,健康路47巷31號對面公園LED編號362309燈具拆除附掛指定電桿並更換2M彎管,經度:120.305133698596 緯度:23.0322671135763X_97坐標:178783.4 Y_97坐標:2548025.13
658,1080800406,2019/08/30 10:31:34,結案,PC,公園管理科二股,蘇豊欽,路燈增設,新化區,照明不足,路燈增設,,健康路47巷31號對面公園臺電桿編號C1旁增設自備桿路燈,經度:120.305141393756 緯度:23.0322695855359X_97坐標:178784.19 Y_97坐標:2548025.4
659,1080800405,2019/08/30 10:24:39,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹206右10增設附掛路燈,經度:120.351647812541 緯度:23.1316540705124X_97坐標:183599.59 Y_97坐標:2559009.28
660,1080800404,2019/08/30 10:23:59,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹206右6、右8增設附掛路燈,經度:120.351647720955 緯度:23.1316731238241X_97坐標:183599.59 Y_97坐標:2559011.39
661,1080800403,2019/08/30 10:23:14,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹206右12、右14增設附掛路燈,經度:120.352583699076 緯度:23.1348459315589X_97坐標:183697.01 Y_97坐標:2559362.32
662,1080800402,2019/08/30 10:22:32,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹172右14、右12、右10增設附掛路燈,經度:120.352619842786 緯度:23.1404152619385X_97坐標:183703.45 Y_97坐標:2559979.05
663,1080800401,2019/08/30 10:21:49,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹172右8、右5A1增設附掛路燈,經度:120.352146896778 緯度:23.1423753951997X_97坐標:183655.98 Y_97坐標:2560196.33
664,1080800400,2019/08/30 10:20:52,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹172右3、右1增設附掛路燈,經度:120.351828290529 緯度:23.1433464543526X_97坐標:183623.83 Y_97坐標:2560304.01
665,1080800399,2019/08/30 10:20:05,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里石瀨高幹38增設附掛路燈,經度:120.354432566235 緯度:23.1299272744087X_97坐標:183883.95 Y_97坐標:2558816.79
666,1080800398,2019/08/30 10:19:29,結案,PC,公園管理科二股,蘇豊欽,路燈增設,大內區,照明不足,路燈增設,,石湖里隆大高幹206右3左5、左3、左1增設附掛路燈,經度:120.353516513886 緯度:23.1318435202183X_97坐標:183791.07 Y_97坐標:2559029.41
667,1080800397,2019/08/30 10:17:55,結案,PC,公園管理科二股,蘇豊欽,路燈增設,安定區,照明不足,路燈增設,,嘉同里和鼎高分10左12、左9、左7、左4、左2增設附掛路燈,經度:120.240247215083 緯度:23.0715377539073X_97坐標:172155.53 Y_97坐標:2552407.01
668,1080800396,2019/08/30 08:52:51,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,西港區,鋪面,路面坑洞,,麻豆西港173線  6K 950,經度:120.215526 緯度:23.1366881X_97坐標:169661.23 Y_97坐標:2559635.24
669,1080800395,2019/08/30 08:38:11,錄案,手機,泉棸營造有限公司,周巡查,路面坑洞,麻豆區,鋪面,路面坑洞,,麻豆西港173線 新生南路107號前,經度:120.2414744 緯度:23.1819893X_97坐標:172344.87 Y_97坐標:2564637.92
670,1080800394,2019/08/29 22:25:31,結案,PC,原宏營造有限公司,李坤展,路面坑洞,官田區,鋪面,路面坑洞,南318線6K+200,南318線6K+200,經度:120.339981981933 緯度:23.2226898982949X_97坐標:182450.516937461 Y_97坐標:2569095.99462166
671,1080800393,2019/08/29 22:25:07,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,崇明七街31號前路面掏空等修復工程,經度:120.217667720765 緯度:22.9792408846802X_97坐標:169787.34 Y_97坐標:2542198.21
672,1080800392,2019/08/29 22:20:32,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,崇學路12號前掏空等修復工程,經度:120.218405402684 緯度:22.9965156133482X_97坐標:169873.17 Y_97坐標:2544110.81
673,1080800391,2019/08/29 22:19:08,結案,PC,原宏營造有限公司,李坤展,邊坡滑動、崩落,白河區,路基及邊坡,邊坡滑動、崩落,172乙線4K+300,172乙線4K+300,經度:120.481662420753 緯度:23.3293088572949X_97坐標:196993.308105162 Y_97坐標:2580844.17511576
674,1080800390,2019/08/29 22:17:18,結案,PC,原宏營造有限公司,李坤展,路面坑洞,東山區,鋪面,路面坑洞,165線23K+300,165線23K+300,經度:120.383742177391 緯度:23.2772075723327X_97坐標:186954.907329183 Y_97坐標:2575113.66008897
675,1080800389,2019/08/29 22:14:36,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,府連地下道上路面掏空等修復工程,經度:120.217211280978 緯度:22.9862162408615X_97坐標:169744.66 Y_97坐標:2542970.91
676,1080800388,2019/08/29 22:06:15,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,林森路一段132號前人行道掏空等修復工程,經度:120.217322751808 緯度:22.9830523508621X_97坐標:169754.22 Y_97坐標:2542620.48
677,1080800387,2019/08/29 22:02:11,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,中華東路與崇善路口掏空等修復工程,經度:120.233353250126 緯度:22.9862106371941X_97坐標:171399.68 Y_97坐標:2542961.55
