,觀測時間(day),測站氣壓(hPa),海平面氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),露點溫度(℃),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),降水時數(hour),最大十分鐘降水量(mm),最大十分鐘降水量起始時間(LST),最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間(LST),日照時數(hour),日照率(%),全天空日射量(MJ/㎡),能見度(km),A型蒸發量(mm),日最高紫外線指數,日最高紫外線指數時間(LST),總雲量(0~10)
840,20120420,1007.4,1010.5,1008.9,2012-04-20 22:13,1005.5,2012-04-20 15:58,26.9,30.9,2012-04-20 10:33,23.3,2012-04-20 22:48,22.2,76,60,2012-04-20 09:58,1.8,240,11.2,230,2012-04-20 22:11,2.0,0.2,2.0,2012-04-20 22:13,2.0,2012-04-20 22:13,2.4,18.9,15.63,4.1,...,6,2012-04-20 11:00,6.4
841,20120421,1006.2,1009.3,1008.2,2012-04-21 21:51,1005.0,2012-04-21 14:52,26.7,30.1,2012-04-21 11:21,23.6,2012-04-21 07:09,22.1,76,63,2012-04-21 10:52,2.3,170,8.1,120,2012-04-21 07:31,8.0,0.2,7.0,2012-04-21 06:06,8.0,2012-04-21 06:06,3.2,25.1,15.13,7.1,...,6,2012-04-21 13:00,7.3
842,20120422,1008.2,1011.3,1009.7,2012-04-22 22:14,1006.7,2012-04-22 04:21,26.7,29.7,2012-04-22 13:41,24.5,2012-04-22 05:11,21.6,74,64,2012-04-22 13:41,1.3,190,5.0,190,2012-04-22 02:43,0.0,0.0,0.0,...,0.0,...,0.3,2.3,9.48,8.0,...,4,2012-04-22 14:00,8.6
843,20120423,1008.4,1011.5,1010.3,2012-04-23 09:23,1006.2,2012-04-23 15:50,28.3,32.3,2012-04-23 12:50,24.9,2012-04-23 05:48,21.7,68,49,2012-04-23 11:14,2.1,210,9.0,200,2012-04-23 13:28,0.0,0.0,0.0,...,0.0,...,8.8,68.8,23.08,8.1,...,8,2012-04-23 13:00,6.6
844,20120424,1006.9,1010.0,1008.1,2012-04-24 08:03,1005.1,2012-04-24 14:33,29.3,32.7,2012-04-24 11:40,26.5,2012-04-24 05:24,22.8,68,56,2012-04-24 15:48,4.2,190,15.8,180,2012-04-24 10:35,0.0,0.0,0.0,...,0.0,...,11.0,85.9,25.38,12.3,...,10,2012-04-24 13:00,4.4
845,20120425,1006.9,1010.0,1009.1,2012-04-25 22:39,1005.1,2012-04-25 15:27,28.3,32.7,2012-04-25 11:44,25.6,2012-04-25 15:09,23.3,75,58,2012-04-25 12:07,2.8,160,13.2,190,2012-04-25 15:00,4.5,1.3,2.5,2012-04-25 15:40,4.5,2012-04-25 14:50,6.8,53.0,20.21,11.0,...,12,2012-04-25 12:00,6.4
846,20120426,1007.8,1010.9,1009.5,2012-04-26 23:20,1006.3,2012-04-26 15:52,26.6,31.6,2012-04-26 12:06,23.6,2012-04-26 21:07,22.3,78,X,...,2.0,10,X,X,...,13.0,1.2,8.0,2012-04-26 08:06,8.5,2012-04-26 08:06,2.1,16.3,13.25,9.5,...,9,2012-04-26 12:00,7.4
847,20120427,1008.5,1011.6,1009.9,2012-04-27 10:12,1006.0,2012-04-27 17:05,25.1,28.7,2012-04-27 10:00,22.3,2012-04-27 23:55,20.6,77,51,2012-04-27 17:00,2.6,30,15.2,20,2012-04-27 14:34,13.0,4.2,3.5,2012-04-27 11:28,5.5,2012-04-27 11:10,1.6,12.4,12.88,6.3,...,6,2012-04-27 11:00,8.0
848,20120428,1009.0,1012.1,1010.6,2012-04-28 12:01,1007.3,2012-04-28 03:53,24.9,27.2,2012-04-28 11:06,21.4,2012-04-28 01:54,21.7,83,72,2012-04-28 16:59,2.1,150,9.9,30,2012-04-28 00:43,17.5,4.8,3.0,2012-04-28 00:02,6.0,2012-04-28 00:02,0.1,0.8,7.99,9.1,...,5,2012-04-28 14:00,7.3
849,20120429,1007.6,1010.7,1009.3,2012-04-29 00:10,1006.2,2012-04-29 14:46,28.1,32.3,2012-04-29 12:16,24.2,2012-04-29 03:08,23.1,75,60,2012-04-29 12:15,3.3,170,10.1,180,2012-04-29 09:52,0.0,0.0,0.0,...,0.0,...,9.2,71.3,26.33,12.5,...,12,2012-04-29 12:00,4.6
850,20120430,1006.6,1009.7,1008.8,2012-04-30 09:25,1005.0,2012-04-30 16:12,26.6,30.3,2012-04-30 16:25,23.4,2012-04-30 10:14,23.6,84,67,2012-04-30 16:23,2.6,130,8.4,110,2012-04-30 12:22,76.5,6.7,10.0,2012-04-30 10:56,27.0,2012-04-30 09:22,2.7,20.9,11.13,9.0,...,10,2012-04-30 13:00,7.3
851,20120501,1006.8,1009.9,1008.7,2012-05-01 08:47,1005.3,2012-05-01 16:18,28.8,32.5,2012-05-01 12:35,25.6,2012-05-01 05:31,23.8,75,60,2012-05-01 10:18,2.6,200,7.7,230,2012-05-01 14:38,0.0,0.0,0.0,...,0.0,...,10.4,80.3,27.66,19.6,...,13,2012-05-01 12:00,2.9
852,20120502,1006.0,1009.1,1007.9,2012-05-02 08:18,1003.9,2012-05-02 18:40,28.7,32.2,2012-05-02 11:42,25.8,2012-05-02 05:40,24.5,79,62,2012-05-02 11:36,2.1,250,7.8,300,2012-05-02 23:19,1.0,0.5,0.5,2012-05-02 03:47,0.5,2012-05-02 03:47,6.0,46.3,22.50,14.4,...,11,2012-05-02 12:00,6.1
853,20120503,1005.1,1008.1,1006.4,2012-05-03 09:12,1003.3,2012-05-03 16:33,27.9,31.2,2012-05-03 10:07,26.3,2012-05-03 06:26,24.5,82,66,2012-05-03 13:52,2.7,200,12.4,200,2012-05-03 12:52,1.5,0.6,1.5,2012-05-03 01:52,1.5,2012-05-03 01:42,5.1,39.3,22.46,10.9,...,8,2012-05-03 14:00,7.5
854,20120504,1005.1,1008.2,1007.4,2012-05-04 23:00,1003.1,2012-05-04 03:07,25.9,30.0,2012-05-04 13:49,23.7,2012-05-04 04:31,23.7,88,76,2012-05-04 12:07,3.1,20,9.7,190,2012-05-04 05:24,63.5,3.0,15.5,2012-05-04 04:21,39.0,2012-05-04 03:58,2.2,16.9,15.35,8.3,...,7,2012-05-04 13:00,8.0
855,20120505,1006.7,1009.8,1008.0,2012-05-05 09:55,1005.3,2012-05-05 15:48,26.3,31.0,2012-05-05 12:51,22.5,2012-05-05 05:24,21.1,74,61,2012-05-05 14:20,3.1,20,8.3,350,2012-05-05 16:27,0.0,0.0,0.0,...,0.0,...,8.5,65.3,25.05,4.3,...,9,2012-05-05 13:00,4.9
856,20120506,1007.8,1010.9,1009.3,2012-05-06 22:03,1006.4,2012-05-06 15:46,27.7,32.0,2012-05-06 14:23,24.8,2012-05-06 01:18,20.5,66,50,2012-05-06 11:07,1.8,320,6.7,310,2012-05-06 13:47,0.0,0.0,0.0,...,0.0,...,9.9,75.9,26.37,6.5,...,9,2012-05-06 12:00,2.1
857,20120507,1008.0,1011.1,1009.3,2012-05-07 09:06,1006.8,2012-05-07 16:45,27.8,31.4,2012-05-07 11:49,25.1,2012-05-07 05:25,22.7,74,57,2012-05-07 11:47,1.8,300,7.5,330,2012-05-07 14:41,0.0,0.0,0.0,...,0.0,...,10.9,83.5,27.96,4.8,...,10,2012-05-07 13:00,1.5
858,20120508,1006.8,1009.8,1008.1,2012-05-08 08:04,1005.3,2012-05-08 17:44,28.5,31.7,2012-05-08 12:54,26.2,2012-05-08 05:48,23.3,74,59,2012-05-08 13:08,1.9,260,6.9,260,2012-05-08 12:45,0.0,0.0,0.0,...,0.0,...,10.5,80.3,26.06,7.0,...,10,2012-05-08 13:00,4.3
859,20120509,1006.7,1009.8,1008.4,2012-05-09 22:57,1004.8,2012-05-09 16:04,28.3,31.3,2012-05-09 13:43,26.5,2012-05-09 04:44,25.1,83,74,2012-05-09 13:25,1.9,260,7.9,280,2012-05-09 08:59,T,0.3,T,2012-05-09 08:35,T,2012-05-09 08:35,4.4,33.6,18.43,5.4,...,8,2012-05-09 12:00,6.1
860,20120510,1006.9,1010.0,1008.2,2012-05-10 00:01,1005.3,2012-05-10 15:10,28.6,32.2,2012-05-10 09:42,26.7,2012-05-10 05:04,24.6,79,64,2012-05-10 10:30,2.3,20,7.7,310,2012-05-10 15:24,0.0,0.0,0.0,...,0.0,...,5.5,41.9,22.78,6.0,...,9,2012-05-10 13:00,7.3
861,20120511,1006.2,1009.2,1007.4,2012-05-11 22:08,1004.7,2012-05-11 15:12,27.1,31.0,2012-05-11 11:58,24.0,2012-05-11 06:28,22.9,78,65,2012-05-11 11:41,3.4,350,9.4,330,2012-05-11 15:01,0.0,0.0,0.0,...,0.0,...,7.2,54.8,25.69,7.9,...,9,2012-05-11 12:00,6.4
862,20120512,1005.2,1008.3,1007.1,2012-05-12 07:34,1003.3,2012-05-12 15:42,27.7,32.1,2012-05-12 12:11,24.7,2012-05-12 05:23,23.3,78,59,2012-05-12 11:05,2.1,20,7.9,250,2012-05-12 12:39,0.0,0.0,0.0,...,0.0,...,9.5,72.3,28.09,3.6,...,10,2012-05-12 12:00,3.4
863,20120513,1004.5,1007.5,1006.1,2012-05-13 21:47,1003.0,2012-05-13 15:44,29.0,32.3,2012-05-13 14:02,25.7,2012-05-13 05:06,23.5,73,58,2012-05-13 15:38,1.6,310,7.6,320,2012-05-13 12:16,0.0,0.0,0.0,...,0.0,...,11.9,90.4,28.86,8.3,...,10,2012-05-13 12:00,3.6
864,20120514,1006.0,1009.1,1007.5,2012-05-14 21:46,1004.6,2012-05-14 14:59,29.7,33.4,2012-05-14 12:47,26.3,2012-05-14 04:41,23.5,70,57,2012-05-14 13:30,1.8,130,7.2,320,2012-05-14 16:12,0.0,0.0,0.0,...,0.0,...,12.2,92.6,30.69,11.8,...,11,2012-05-14 12:00,0.8
865,20120515,1006.5,1009.5,1008.1,2012-05-15 10:26,1004.3,2012-05-15 16:19,29.6,32.9,2012-05-15 10:03,27.2,2012-05-15 04:43,24.3,74,53,2012-05-15 10:02,2.0,250,8.1,290,2012-05-15 12:20,0.0,0.0,0.0,...,0.0,...,6.9,52.3,24.46,9.1,...,11,2012-05-15 13:00,5.3
866,20120516,1005.6,1008.7,1007.3,2012-05-16 09:40,1003.9,2012-05-16 17:03,26.9,29.1,2012-05-16 08:03,25.4,2012-05-16 21:33,24.5,86,74,2012-05-16 09:15,2.8,140,9.0,180,2012-05-16 19:47,8.5,7.1,1.0,2012-05-16 09:36,3.5,2012-05-16 09:28,0.0,0.0,5.03,7.9,...,3,2012-05-16 13:00,8.8
867,20120517,1006.1,1009.2,1007.8,2012-05-17 22:41,1004.3,2012-05-17 02:45,25.7,27.2,2012-05-17 13:59,24.4,2012-05-17 20:46,23.6,88,79,2012-05-17 07:08,2.6,140,8.7,170,2012-05-17 17:16,17.5,4.9,1.5,2012-05-17 10:59,6.0,2012-05-17 20:07,0.0,0.0,8.12,8.4,...,6,2012-05-17 14:00,9.5
868,20120518,1008.2,1011.3,1010.4,2012-05-18 21:50,1005.8,2012-05-18 03:39,25.8,29.2,2012-05-18 11:19,24.5,2012-05-18 00:57,24.2,91,81,2012-05-18 11:19,1.7,140,5.8,210,2012-05-18 12:58,14.0,9.6,1.5,2012-05-18 06:05,3.0,2012-05-18 06:05,0.5,3.8,7.60,8.5,...,7,2012-05-18 11:00,9.0
869,20120519,1007.1,1010.2,1009.0,2012-05-19 00:01,1005.3,2012-05-19 16:07,25.4,27.0,2012-05-19 09:11,23.8,2012-05-19 23:05,24.2,93,86,2012-05-19 08:30,2.0,190,12.3,150,2012-05-19 18:39,49.5,13.1,5.5,2012-05-19 20:49,17.0,2012-05-19 20:20,0.0,0.0,5.95,3.6,...,3,2012-05-19 14:00,9.6
870,20120520,1003.7,1006.8,1006.1,2012-05-20 00:01,1002.5,2012-05-20 16:27,24.9,26.5,2012-05-20 15:51,23.7,2012-05-20 00:22,24.3,96,87,2012-05-20 22:43,1.9,130,9.3,120,2012-05-20 03:38,210.0,12.6,20.0,2012-05-20 04:39,65.0,2012-05-20 03:51,0.0,0.0,4.39,6.8,...,3,2012-05-20 14:00,8.5
871,20120521,1004.5,1007.5,1006.8,2012-05-21 22:11,1003.0,2012-05-21 16:32,26.1,31.3,2012-05-21 14:16,22.3,2012-05-21 04:25,21.6,77,62,2012-05-21 13:01,3.5,10,9.4,10,2012-05-21 18:59,0.0,0.0,0.0,...,0.0,...,10.2,76.8,28.76,10.9,...,10,2012-05-21 12:00,1.5
872,20120522,1005.9,1009.0,1007.3,2012-05-22 22:05,1004.8,2012-05-22 16:00,26.2,31.2,2012-05-22 13:21,21.6,2012-05-22 04:54,20.6,72,58,2012-05-22 15:55,2.6,20,7.6,10,2012-05-22 00:02,0.0,0.0,0.0,...,0.0,...,11.0,82.7,28.49,8.5,...,10,2012-05-22 13:00,0.9
873,20120523,1005.9,1009.0,1007.1,2012-05-23 08:46,1004.2,2012-05-23 16:35,27.3,31.1,2012-05-23 13:14,24.4,2012-05-23 03:28,21.4,71,57,2012-05-23 13:46,1.9,340,8.0,340,2012-05-23 16:08,0.0,0.0,0.0,...,0.0,...,11.5,86.4,29.18,9.0,...,9,2012-05-23 12:00,2.0
874,20120524,1005.3,1008.4,1006.7,2012-05-24 00:01,1003.4,2012-05-24 16:06,27.9,31.8,2012-05-24 12:19,24.8,2012-05-24 03:33,22.6,74,59,2012-05-24 10:30,2.6,330,8.4,320,2012-05-24 12:11,0.0,0.0,0.0,...,0.0,...,11.2,84.1,29.11,7.4,...,9,2012-05-24 12:00,1.3
875,20120525,1005.5,1008.6,1007.3,2012-05-25 22:57,1004.0,2012-05-25 15:37,28.7,32.6,2012-05-25 13:18,25.5,2012-05-25 04:40,22.4,69,57,2012-05-25 10:16,2.0,30,7.3,320,2012-05-25 13:04,0.0,0.0,0.0,...,0.0,...,11.4,85.5,28.24,7.6,...,9,2012-05-25 13:00,2.3
876,20120526,1006.0,1009.1,1007.4,2012-05-26 22:41,1004.7,2012-05-26 15:27,28.9,32.4,2012-05-26 12:52,26.3,2012-05-26 03:31,24.5,77,66,2012-05-26 10:04,2.1,210,8.1,210,2012-05-26 15:20,9.0,1.8,7.5,2012-05-26 21:34,7.5,2012-05-26 21:24,10.5,78.7,27.98,14.6,...,10,2012-05-26 12:00,4.3
877,20120527,1006.0,1009.1,1007.2,2012-05-27 21:55,1004.5,2012-05-27 15:45,28.4,33.1,2012-05-27 12:58,25.1,2012-05-27 03:32,24.9,82,64,2012-05-27 12:55,1.9,340,9.3,310,2012-05-27 00:54,11.5,3.7,5.0,2012-05-27 02:35,6.0,2012-05-27 02:12,6.1,45.7,23.87,11.5,...,11,2012-05-27 12:00,7.6
878,20120528,1006.9,1010.0,1008.3,2012-05-28 21:44,1005.5,2012-05-28 15:30,27.7,31.2,2012-05-28 13:11,26.3,2012-05-28 23:26,24.8,85,73,2012-05-28 15:40,1.8,30,8.8,330,2012-05-28 14:50,1.5,4.3,0.5,2012-05-28 09:31,1.5,2012-05-28 09:25,1.5,11.2,14.43,6.9,...,6,2012-05-28 12:00,7.4
879,20120529,1007.0,1010.0,1008.1,2012-05-29 22:29,1005.8,2012-05-29 15:32,28.1,31.5,2012-05-29 12:51,25.4,2012-05-29 21:29,24.5,81,69,2012-05-29 12:50,2.0,200,8.1,260,2012-05-29 15:46,2.5,1.4,0.5,2012-05-29 20:50,1.5,2012-05-29 20:48,7.1,53.1,23.97,10.3,...,10,2012-05-29 13:00,6.9
880,20120530,1005.5,1008.5,1006.7,2012-05-30 00:01,1003.9,2012-05-30 15:11,28.5,32.0,2012-05-30 13:40,25.4,2012-05-30 04:32,25.1,82,67,2012-05-30 13:32,2.5,200,10.9,210,2012-05-30 10:51,0.5,0.2,0.5,2012-05-30 04:13,0.5,2012-05-30 04:13,8.1,60.5,24.54,9.8,...,10,2012-05-30 12:00,7.8
881,20120531,1004.8,1007.9,1006.1,2012-05-31 21:53,1003.1,2012-05-31 15:49,28.4,32.8,2012-05-31 13:01,25.7,2012-05-31 22:16,23.8,77,61,2012-05-31 12:47,3.9,20,11.5,30,2012-05-31 07:36,14.0,1.2,10.5,2012-05-31 01:03,13.5,2012-05-31 00:50,10.3,76.9,27.77,11.5,...,11,2012-05-31 12:00,2.6
882,20120601,1004.5,1007.6,1005.7,2012-06-01 22:26,1002.5,2012-06-01 15:43,28.2,32.8,2012-06-01 13:14,25.1,2012-06-01 05:35,23.0,74,60,2012-06-01 13:14,2.9,10,9.3,310,2012-06-01 13:50,0.0,0.0,0.0,...,0.0,...,9.0,67.1,26.71,9.3,...,9,2012-06-01 13:00,4.6
883,20120602,1002.3,1005.3,1004.5,2012-06-02 00:01,999.8,2012-06-02 16:22,28.0,32.4,2012-06-02 14:11,24.9,2012-06-02 05:06,23.6,78,62,2012-06-02 11:33,4.3,10,13.2,360,2012-06-02 17:39,0.0,0.0,0.0,...,0.0,...,11.7,87.2,29.00,8.1,...,10,2012-06-02 13:00,2.6
884,20120603,1000.2,1003.2,1001.8,2012-06-03 00:01,998.2,2012-06-03 15:11,28.0,33.1,2012-06-03 13:13,24.7,2012-06-03 03:47,23.6,78,63,2012-06-03 12:49,3.5,10,10.4,310,2012-06-03 14:13,0.0,0.0,0.0,...,0.0,...,6.3,46.9,24.72,6.4,...,9,2012-06-03 13:00,4.6
885,20120604,1000.2,1003.2,1001.8,2012-06-04 22:11,998.1,2012-06-04 16:02,28.2,31.9,2012-06-04 13:48,25.6,2012-06-04 04:12,24.3,80,66,2012-06-04 15:52,2.9,10,9.8,10,2012-06-04 20:19,0.0,0.0,0.0,...,0.0,...,2.0,14.9,16.60,6.6,...,7,2012-06-04 11:00,7.0
886,20120605,1001.4,1004.4,1003.2,2012-06-05 22:23,1000.3,2012-06-05 17:23,28.3,32.4,2012-06-05 11:45,25.6,2012-06-05 03:27,24.3,79,67,2012-06-05 11:16,3.6,20,11.5,350,2012-06-05 16:04,0.0,0.0,0.0,...,0.0,...,7.1,52.8,24.81,8.3,...,10,2012-06-05 12:00,3.9
887,20120606,1001.3,1004.3,1002.7,2012-06-06 00:01,999.5,2012-06-06 13:41,29.1,32.8,2012-06-06 11:34,26.0,2012-06-06 02:39,24.7,78,61,2012-06-06 11:20,1.9,320,7.6,320,2012-06-06 11:54,0.0,0.0,0.0,...,0.0,...,4.3,32.0,23.21,8.8,...,10,2012-06-06 13:00,7.4
888,20120607,1001.3,1004.3,1003.4,2012-06-07 23:11,1000.1,2012-06-07 04:53,30.3,33.8,2012-06-07 11:07,28.1,2012-06-07 02:09,25.3,75,63,2012-06-07 10:36,2.9,170,12.9,240,2012-06-07 14:02,0.0,0.0,0.0,...,0.0,...,9.3,69.1,27.46,11.8,...,11,2012-06-07 13:00,4.5
889,20120608,1002.9,1006.0,1004.1,2012-06-08 21:55,1001.9,2012-06-08 15:25,28.7,33.3,2012-06-08 11:27,27.0,2012-06-08 16:48,25.9,85,66,2012-06-08 11:42,3.0,160,10.5,190,2012-06-08 12:31,24.0,4.0,8.5,2012-06-08 16:37,12.5,2012-06-08 15:45,4.3,31.9,16.20,13.1,...,8,2012-06-08 12:00,6.8
890,20120609,1001.7,1004.8,1003.4,2012-06-09 00:01,1000.0,2012-06-09 15:47,27.3,29.7,2012-06-09 08:55,25.9,2012-06-09 21:47,25.8,92,83,2012-06-09 08:51,2.5,160,10.9,200,2012-06-09 15:57,45.5,5.2,10.0,2012-06-09 22:00,15.5,2012-06-09 21:21,0.2,1.5,10.52,9.9,...,5,2012-06-09 11:00,8.8
891,20120610,998.7,1001.7,1000.1,2012-06-10 00:01,997.3,2012-06-10 15:11,28.2,30.7,2012-06-10 13:07,25.7,2012-06-10 01:18,26.1,89,79,2012-06-10 14:58,4.0,270,13.1,260,2012-06-10 08:00,70.0,8.5,13.0,2012-06-10 06:36,32.5,2012-06-10 06:04,0.6,4.5,10.10,9.3,...,7,2012-06-10 13:00,9.0
892,20120611,997.2,1000.2,998.7,2012-06-11 07:38,995.6,2012-06-11 15:55,29.1,30.9,2012-06-11 15:00,25.4,2012-06-11 07:45,26.5,86,79,2012-06-11 14:34,4.9,250,14.5,240,2012-06-11 14:23,26.0,3.9,14.0,2012-06-11 07:34,19.5,2012-06-11 06:45,0.2,1.5,9.09,6.8,...,5,2012-06-11 14:00,8.5
893,20120612,996.2,999.2,998.3,2012-06-12 22:40,994.5,2012-06-12 12:14,27.2,29.0,2012-06-12 02:02,24.7,2012-06-12 06:51,26.0,94,87,2012-06-12 02:31,3.5,260,20.1,280,2012-06-12 06:37,110.0,14.5,9.0,2012-06-12 10:53,24.5,2012-06-12 07:47,0.0,0.0,1.81,7.0,...,2,2012-06-12 13:00,8.9
894,20120613,998.1,1001.1,1000.2,2012-06-13 22:20,996.5,2012-06-13 01:46,27.3,30.8,2012-06-13 13:50,24.9,2012-06-13 22:39,25.2,89,76,2012-06-13 14:21,1.9,110,11.1,170,2012-06-13 22:30,41.0,2.1,11.5,2012-06-13 22:17,38.0,2012-06-13 22:01,0.8,5.9,12.03,5.1,...,5,2012-06-13 14:00,8.9
895,20120614,997.8,1000.9,999.4,2012-06-14 09:01,995.8,2012-06-14 16:36,25.7,27.0,2012-06-14 07:45,24.4,2012-06-14 11:15,25.0,96,88,2012-06-14 07:50,4.7,170,19.0,190,2012-06-14 18:07,169.5,14.8,18.5,2012-06-14 15:01,42.0,2012-06-14 14:38,0.0,0.0,1.57,5.4,...,1,2012-06-14 14:00,9.5
896,20120615,998.5,1001.5,1000.7,2012-06-15 21:55,996.8,2012-06-15 04:21,26.7,30.0,2012-06-15 14:44,25.0,2012-06-15 09:41,25.2,92,78,2012-06-15 14:44,4.1,170,10.3,170,2012-06-15 05:17,31.0,7.8,3.5,2012-06-15 08:57,11.0,2012-06-15 08:58,0.5,3.7,12.37,9.8,...,6,2012-06-15 14:00,8.5
897,20120616,1000.6,1003.6,1002.6,2012-06-16 23:00,999.1,2012-06-16 16:28,28.4,32.5,2012-06-16 13:32,25.6,2012-06-16 03:06,24.9,82,63,2012-06-16 16:37,3.6,190,12.0,180,2012-06-16 13:08,0.5,0.8,0.5,2012-06-16 02:06,0.5,2012-06-16 01:16,4.4,32.6,20.48,15.0,...,9,2012-06-16 13:00,8.0
898,20120617,1001.6,1004.7,1002.7,2012-06-17 18:30,1000.0,2012-06-17 15:49,28.6,32.6,2012-06-17 12:40,24.5,2012-06-17 18:41,25.0,81,67,2012-06-17 09:03,2.2,20,8.4,10,2012-06-17 18:46,54.5,1.8,19.0,2012-06-17 18:23,51.5,2012-06-17 18:17,6.7,49.6,21.97,10.0,...,9,2012-06-17 12:00,7.0
899,20120618,999.0,1002.0,1001.5,2012-06-18 00:01,997.1,2012-06-18 17:41,28.5,32.2,2012-06-18 12:22,25.8,2012-06-18 00:30,24.7,81,64,2012-06-18 11:16,2.9,180,13.2,210,2012-06-18 22:12,3.5,0.7,3.0,2012-06-18 22:07,3.0,2012-06-18 21:54,8.5,62.9,26.37,12.8,...,9,2012-06-18 12:00,5.8
900,20120619,996.8,999.8,998.4,2012-06-19 00:01,995.0,2012-06-19 14:08,26.4,29.0,2012-06-19 10:33,24.7,2012-06-19 19:58,25.3,94,85,2012-06-19 12:01,4.2,170,17.4,190,2012-06-19 15:59,60.5,11.3,11.0,2012-06-19 19:41,13.0,2012-06-19 19:42,0.1,0.7,7.48,6.6,...,4,2012-06-19 12:00,9.5
901,20120620,995.9,998.9,1001.5,2012-06-20 23:10,993.0,2012-06-20 11:43,25.7,27.6,2012-06-20 13:26,23.3,2012-06-20 23:50,24.8,94,87,2012-06-20 13:26,6.9,190,24.2,190,2012-06-20 11:11,102.5,17.6,14.5,2012-06-20 17:53,27.5,2012-06-20 17:33,0.0,0.0,0.08,4.9,...,0,2012-06-20 10:00,9.8
902,20120621,1002.9,1006.0,1005.7,2012-06-21 22:39,1000.2,2012-06-21 02:52,25.1,26.7,2012-06-21 12:28,23.2,2012-06-21 01:14,24.4,96,91,2012-06-21 13:04,2.7,170,10.1,170,2012-06-21 20:21,32.0,12.7,4.0,2012-06-21 14:37,6.0,2012-06-21 13:48,0.0,0.0,4.62,6.8,...,1,2012-06-21 12:00,10.0
903,20120622,1004.6,1007.7,1005.8,2012-06-22 21:33,1003.6,2012-06-22 15:13,27.2,30.1,2012-06-22 12:53,24.7,2012-06-22 00:01,25.1,89,80,2012-06-22 16:37,3.7,180,10.5,210,2012-06-22 13:46,11.5,4.2,3.0,2012-06-22 09:51,4.0,2012-06-22 09:20,3.1,23.0,16.29,11.0,...,6,2012-06-22 13:00,7.0
904,20120623,1003.9,1006.9,1005.3,2012-06-23 00:01,1002.6,2012-06-23 16:21,27.3,31.0,2012-06-23 14:02,25.7,2012-06-23 04:49,25.3,89,75,2012-06-23 14:00,3.7,160,15.0,230,2012-06-23 14:58,19.5,2.7,7.5,2012-06-23 15:01,8.5,2012-06-23 15:01,3.1,23.0,16.84,8.0,...,7,2012-06-23 12:00,6.1
905,20120624,1004.1,1007.2,1004.9,2012-06-24 00:25,1003.3,2012-06-24 17:08,28.5,32.1,2012-06-24 11:59,25.4,2012-06-24 03:44,24.7,80,66,2012-06-24 12:08,3.7,190,9.4,210,2012-06-24 13:22,2.0,0.2,2.0,2012-06-24 01:56,2.0,2012-06-24 01:56,8.6,63.7,26.51,9.8,...,9,2012-06-24 12:00,7.4
906,20120625,1003.6,1006.7,1004.5,2012-06-25 08:04,1002.2,2012-06-25 16:59,28.8,31.9,2012-06-25 13:11,26.4,2012-06-25 04:27,25.1,81,67,2012-06-25 13:09,3.1,200,8.6,230,2012-06-25 11:42,0.0,0.0,0.0,...,0.0,...,8.9,65.9,25.12,12.8,...,10,2012-06-25 13:00,4.5
907,20120626,1003.4,1006.4,1004.6,2012-06-26 21:49,1002.2,2012-06-26 16:48,28.9,31.6,2012-06-26 14:24,27.0,2012-06-26 03:20,25.2,81,71,2012-06-26 12:00,3.2,210,10.3,200,2012-06-26 13:11,0.0,0.0,0.0,...,0.0,...,9.1,67.4,25.83,10.4,...,9,2012-06-26 13:00,4.0
908,20120627,1003.7,1006.8,1004.7,2012-06-27 09:14,1002.6,2012-06-27 15:27,29.4,32.7,2012-06-27 10:52,26.8,2012-06-27 04:30,24.8,77,62,2012-06-27 10:47,2.0,260,8.4,300,2012-06-27 14:06,T,0.3,T,2012-06-27 20:45,T,2012-06-27 20:35,11.2,83.0,29.74,11.3,...,9,2012-06-27 12:00,4.0
909,20120628,1000.5,1003.6,1004.2,2012-06-28 00:01,997.4,2012-06-28 17:39,29.5,33.0,2012-06-28 11:18,27.6,2012-06-28 04:38,25.1,78,65,2012-06-28 11:05,3.4,360,12.4,360,2012-06-28 14:01,0.0,0.0,0.0,...,0.0,...,8.7,64.5,25.79,6.5,...,9,2012-06-28 13:00,4.3
910,20120629,1000.2,1003.2,1003.9,2012-06-29 23:52,997.2,2012-06-29 01:56,29.3,32.2,2012-06-29 09:44,27.9,2012-06-29 00:15,24.5,76,64,2012-06-29 08:44,4.2,180,14.9,190,2012-06-29 12:22,0.0,0.0,0.0,...,0.0,...,4.9,36.3,17.46,10.5,...,6,2012-06-29 13:00,6.9
911,20120630,1004.2,1007.2,1007.5,2012-06-30 22:53,1002.6,2012-06-30 17:26,30.1,33.8,2012-06-30 13:20,26.7,2012-06-30 05:19,24.6,73,60,2012-06-30 15:14,3.5,190,13.8,200,2012-06-30 15:53,0.0,0.0,0.0,...,0.0,...,10.5,77.9,26.83,14.6,...,10,2012-06-30 13:00,2.9
